channel_name,subscribers,subscribers_time,total_views,views_time,estimated_monthly_income_(low),estimated_monthly_income_(high)
Sms News Live,184000,2025-02-22 15:07:00,50857222,2025-02-22 15:07:00,12714.31,203428.89
T7 News Channel,654000,2025-02-22 15:07:00,449988545,2025-02-22 15:07:00,112497.14,1799954.18
World Boss News Channel,38900,2025-02-22 15:07:00,11292890,2025-02-22 15:07:00,2823.22,45171.56
Azadi Bachao News,131000,2025-02-22 15:07:00,52340518,2025-02-22 15:07:00,13085.13,209362.07
Sansar Kranti News,1130000,2025-02-22 15:07:01,327428802,2025-02-22 15:07:01,81857.2,1309715.21
Live Trends News,44300,2025-02-22 15:07:01,13019286,2025-02-22 15:07:01,3254.82,52077.14
Ktv News,175000,2025-02-22 15:07:01,130637161,2025-02-22 15:07:01,32659.29,522548.64
News Patra,238000,2025-02-22 15:07:01,54872868,2025-02-22 15:07:01,13718.22,219491.47
Ktv News,175000,2025-02-22 15:07:03,130637161,2025-02-22 15:07:03,32659.29,522548.64
News Patra,238000,2025-02-22 15:07:04,54872868,2025-02-22 15:07:04,13718.22,219491.47
Tez News,17900,2025-02-22 15:07:04,4478748,2025-02-22 15:07:04,1119.69,17914.99
News Bulletins,741000,2025-02-22 15:07:04,118268844,2025-02-22 15:07:04,29567.21,473075.38
Sarkari Today News,2460000,2025-02-22 15:07:04,175233643,2025-02-22 15:07:04,43808.41,700934.57
Guarantee News,424000,2025-02-22 15:07:04,175638899,2025-02-22 15:07:04,43909.72,702555.6
Sea News Uttarpradesh Uttrakhand,143000,2025-02-22 15:07:05,26583002,2025-02-22 15:07:05,6645.75,106332.01
India News Express (Bihar News Express),114000,2025-02-22 15:07:05,22746884,2025-02-22 15:07:05,5686.72,90987.54
"Skv News Ajmer, Rajasthan",9880,2025-02-22 15:07:05,2107568,2025-02-22 15:07:05,526.89,8430.27
First Wave News,283000,2025-02-22 15:07:05,2446790,2025-02-22 15:07:05,611.7,9787.16
Aa News,117000,2025-02-22 15:07:05,13190390,2025-02-22 15:07:05,3297.6,52761.56
India News Entertainment,60800,2025-02-22 15:07:06,8714605,2025-02-22 15:07:06,2178.65,34858.42
Area News,377000,2025-02-22 15:07:06,146083812,2025-02-22 15:07:06,36520.95,584335.25
India Web News,365000,2025-02-22 15:07:06,36527238,2025-02-22 15:07:06,9131.81,146108.95
Navajivan News Digital,170000,2025-02-22 15:07:06,56151144,2025-02-22 15:07:06,14037.79,224604.58
Pal Pal News,2400000,2025-02-22 15:07:07,600065230,2025-02-22 15:07:07,150016.31,2400260.92
S Prime News,590000,2025-02-22 15:07:07,132069766,2025-02-22 15:07:07,33017.44,528279.06
Rd News,39100,2025-02-22 15:07:07,10669932,2025-02-22 15:07:07,2667.48,42679.73
City First News,162000,2025-02-22 15:07:07,40442906,2025-02-22 15:07:07,10110.73,161771.62
Dhamtari News Analysis (Dna),18900,2025-02-22 15:07:07,4555489,2025-02-22 15:07:07,1138.87,18221.96
Breaking News Barh,36900,2025-02-22 15:07:08,7109214,2025-02-22 15:07:08,1777.3,28436.86
Focus News Tv,203000,2025-02-22 15:07:08,40351117,2025-02-22 15:07:08,10087.78,161404.47
Rajasthan Dhadkan News,30400,2025-02-22 15:07:08,2044689,2025-02-22 15:07:08,511.17,8178.76
Metro News Updates,16200,2025-02-22 15:07:08,3068537,2025-02-22 15:07:08,767.13,12274.15
Moon Tv News,12400,2025-02-22 15:07:09,1352238,2025-02-22 15:07:09,338.06,5408.95
Ar News India,1650000,2025-02-22 15:07:09,350580093,2025-02-22 15:07:09,87645.02,1402320.37
Saif News Live,13300,2025-02-22 15:07:09,2625651,2025-02-22 15:07:09,656.41,10502.6
Karma News,1420000,2025-02-22 15:07:09,1015685721,2025-02-22 15:07:09,253921.43,4062742.88
7H News,560000,2025-02-22 15:07:09,181821534,2025-02-22 15:07:09,45455.38,727286.14
City Gold News,35800,2025-02-22 15:07:10,9640505,2025-02-22 15:07:10,2410.13,38562.02
Gujarat News,44000,2025-02-22 15:07:10,5953009,2025-02-22 15:07:10,1488.25,23812.04
The Boss News,14700,2025-02-22 15:07:10,1139701,2025-02-22 15:07:10,284.93,4558.8
Den News Muzaffarpur,42400,2025-02-22 15:07:10,5765543,2025-02-22 15:07:10,1441.39,23062.17
Indian Times News,1090000,2025-02-22 15:07:11,289557486,2025-02-22 15:07:11,72389.37,1158229.94
Khabarvala News,23200,2025-02-22 15:07:11,4611439,2025-02-22 15:07:11,1152.86,18445.76
Sris India Live News,8960,2025-02-22 15:07:11,1054917,2025-02-22 15:07:11,263.73,4219.67
Nashik Star News,25800,2025-02-22 15:07:11,4353194,2025-02-22 15:07:11,1088.3,17412.78
Breaking News,3770000,2025-02-22 15:07:12,959824101,2025-02-22 15:07:12,239956.03,3839296.4
Jeb News,7130,2025-02-22 15:07:12,931338,2025-02-22 15:07:12,232.83,3725.35
Metro News,131000,2025-02-22 15:07:12,25551103,2025-02-22 15:07:12,6387.78,102204.41
Jhar News,12100,2025-02-22 15:07:12,4622700,2025-02-22 15:07:12,1155.67,18490.8
Faiz News फ़ैज़ न्यूज़,18100,2025-02-22 15:07:12,4313475,2025-02-22 15:07:12,1078.37,17253.9
The News Bee,177000,2025-02-22 15:07:13,92851039,2025-02-22 15:07:13,23212.76,371404.16
"Mandsaur,Kimati,News Mandsaur",11300,2025-02-22 15:07:13,2952131,2025-02-22 15:07:13,738.03,11808.52
News Apke Saath,5360,2025-02-22 15:07:13,1376435,2025-02-22 15:07:13,344.11,5505.74
Raj News Tamil,197000,2025-02-22 15:07:13,79770565,2025-02-22 15:07:13,19942.64,319082.26
Jinnah News Network,61400,2025-02-22 15:07:14,3740849,2025-02-22 15:07:14,935.21,14963.4
Kerala Dd News,195000,2025-02-22 15:07:14,48531515,2025-02-22 15:07:14,12132.88,194126.06
The Rooster News,567000,2025-02-22 15:07:14,141496861,2025-02-22 15:07:14,35374.22,565987.44
G 24 News,37600,2025-02-22 15:07:14,15067185,2025-02-22 15:07:14,3766.8,60268.74
Navajivan News Digital,170000,2025-02-22 15:07:16,56151144,2025-02-22 15:07:16,14037.79,224604.58
Azad Vip News,928000,2025-02-22 15:07:16,43867051,2025-02-22 15:07:16,10966.76,175468.2
G 24 News,37600,2025-02-22 15:07:17,15067185,2025-02-22 15:07:17,3766.8,60268.74
A One Tv Raichur News,47100,2025-02-22 15:07:17,18806573,2025-02-22 15:07:17,4701.64,75226.29
New Sadhna News,41200,2025-02-22 15:07:17,5032592,2025-02-22 15:07:17,1258.15,20130.37
24 Tak News,731000,2025-02-22 15:07:17,286281279,2025-02-22 15:07:17,71570.32,1145125.12
Divine Mercy Daily News,384000,2025-02-22 15:07:17,81266895,2025-02-22 15:07:17,20316.72,325067.58
Open Challenge 24 News,8360,2025-02-22 15:07:18,611145,2025-02-22 15:07:18,152.79,2444.58
Metro News,7130,2025-02-22 15:07:18,967566,2025-02-22 15:07:18,241.89,3870.26
The News Lite,16200,2025-02-22 15:07:18,3247854,2025-02-22 15:07:18,811.96,12991.42
Samana News,92100,2025-02-22 15:07:18,33559168,2025-02-22 15:07:18,8389.79,134236.67
Gm News Network,1840000,2025-02-22 15:07:19,289767905,2025-02-22 15:07:19,72441.98,1159071.62
Uv24 News,2650,2025-02-22 15:07:19,393533,2025-02-22 15:07:19,98.38,1574.13
Jhar News,12100,2025-02-22 15:07:19,4622700,2025-02-22 15:07:19,1155.67,18490.8
Uk 24 News,209000,2025-02-22 15:07:19,35977307,2025-02-22 15:07:19,8994.33,143909.23
Arunachal West News,33800,2025-02-22 15:07:19,6098984,2025-02-22 15:07:19,1524.75,24395.94
Crime Reporters Tv News,169000,2025-02-22 15:07:20,67138660,2025-02-22 15:07:20,16784.67,268554.64
Bm News Network,1320000,2025-02-22 15:07:20,262542450,2025-02-22 15:07:20,65635.61,1050169.8
Divyang News  Official,40000,2025-02-22 15:07:20,6162726,2025-02-22 15:07:20,1540.68,24650.9
Kosi News कोसी न्यूज़,16700,2025-02-22 15:07:20,3037855,2025-02-22 15:07:20,759.46,12151.42
Pahredar Bharat News,130000,2025-02-22 15:07:20,48051626,2025-02-22 15:07:20,12012.91,192206.5
Jharkhand Drishti News,159000,2025-02-22 15:07:21,43835507,2025-02-22 15:07:21,10958.88,175342.03
Akola 24 News,51500,2025-02-22 15:07:21,8066226,2025-02-22 15:07:21,2016.56,32264.9
Mmc News India,493000,2025-02-22 15:07:21,53343244,2025-02-22 15:07:21,13335.81,213372.98
Yis News,8400,2025-02-22 15:07:21,1058433,2025-02-22 15:07:21,264.61,4233.73
Bat Aapki News,316000,2025-02-22 15:07:22,121569272,2025-02-22 15:07:22,30392.32,486277.09
Joshi News 24,1490,2025-02-22 15:07:22,170095,2025-02-22 15:07:22,42.52,680.38
News Aap Tak Andaman,91200,2025-02-22 15:07:22,21163949,2025-02-22 15:07:22,5290.99,84655.8
The Chowkchauraha News,2020000,2025-02-22 15:07:22,376963377,2025-02-22 15:07:22,94240.84,1507853.51
Dd News Meghalaya,215000,2025-02-22 15:07:22,34457094,2025-02-22 15:07:22,8614.27,137828.38
गंगाजल न्यूज / Gangajal News,31600,2025-02-22 15:07:23,6267481,2025-02-22 15:07:23,1566.87,25069.92
India Times News Agency,80500,2025-02-22 15:07:23,18654990,2025-02-22 15:07:23,4663.75,74619.96
Shankhnad News,50200,2025-02-22 15:07:23,11103849,2025-02-22 15:07:23,2775.96,44415.4
Bihar News Plus,19400,2025-02-22 15:07:24,4415939,2025-02-22 15:07:24,1103.98,17663.76
News Vanguard,564000,2025-02-22 15:07:24,292880757,2025-02-22 15:07:24,73220.19,1171523.03
Crime Today News,128000,2025-02-22 15:07:24,34382371,2025-02-22 15:07:24,8595.59,137529.48
Ambala Breaking News,48000,2025-02-22 15:07:24,9262040,2025-02-22 15:07:24,2315.51,37048.16
News Monitor,29800,2025-02-22 15:07:25,6216074,2025-02-22 15:07:25,1554.02,24864.3
Mcn News,157000,2025-02-22 15:07:25,36958539,2025-02-22 15:07:25,9239.63,147834.16
Srb News Live,18900,2025-02-22 15:07:25,2979022,2025-02-22 15:07:25,744.76,11916.09
City News Giridih,99100,2025-02-22 15:07:25,22691172,2025-02-22 15:07:25,5672.79,90764.69
Siti News Tenali,44800,2025-02-22 15:07:25,13299952,2025-02-22 15:07:25,3324.99,53199.81
Sananda News,52900,2025-02-22 15:07:26,9912300,2025-02-22 15:07:26,2478.07,39649.2
Kuki Levi News,32,2025-02-22 15:07:26,4450,2025-02-22 15:07:26,1.11,17.8
Living India News Haryana,17200,2025-02-22 15:07:26,5062974,2025-02-22 15:07:26,1265.74,20251.9
Stv 24 News Channel Uttar Pradesh,20500,2025-02-22 15:07:26,475337,2025-02-22 15:07:26,118.83,1901.35
Upcm News,105000,2025-02-22 15:07:27,176775,2025-02-22 15:07:27,44.19,707.1
Bihar Darshan News,11600,2025-02-22 15:07:27,919358,2025-02-22 15:07:27,229.84,3677.43
Ndt News Portal,53300,2025-02-22 15:07:27,15638025,2025-02-22 15:07:27,3909.51,62552.1
The Voice News,152000,2025-02-22 15:07:27,52183186,2025-02-22 15:07:27,13045.8,208732.74
Banswara News Rajasthan,38200,2025-02-22 15:07:29,6556029,2025-02-22 15:07:29,1639.01,26224.12
City News Hindi,4250,2025-02-22 15:07:30,522488,2025-02-22 15:07:30,130.62,2089.95
News Insider 24X7,4100000,2025-02-22 15:07:30,1591706868,2025-02-22 15:07:30,397926.72,6366827.47
Dtv News,325000,2025-02-22 15:07:30,89512572,2025-02-22 15:07:30,22378.14,358050.29
Govt Employees News,902000,2025-02-22 15:07:31,134300169,2025-02-22 15:07:31,33575.04,537200.68
Star Maharashtra News,223000,2025-02-22 15:07:31,74584608,2025-02-22 15:07:31,18646.15,298338.43
All In One News,1440000,2025-02-22 15:07:31,189665172,2025-02-22 15:07:31,47416.29,758660.69
Desh Bhakti Tamil News Channel,111000,2025-02-22 15:07:31,28506774,2025-02-22 15:07:31,7126.69,114027.1
City News 100,121000,2025-02-22 15:07:31,38394238,2025-02-22 15:07:31,9598.56,153576.95
Awadh News Tv,40900,2025-02-22 15:07:32,2732700,2025-02-22 15:07:32,683.17,10930.8
Sananda News,52900,2025-02-22 15:07:32,9912300,2025-02-22 15:07:32,2478.07,39649.2
News Prahar,19800,2025-02-22 15:07:32,4185706,2025-02-22 15:07:32,1046.43,16742.82
Kd News Odia,6820,2025-02-22 15:07:32,2250460,2025-02-22 15:07:32,562.62,9001.84
Sw 24 News,37800,2025-02-22 15:07:33,3558340,2025-02-22 15:07:33,889.59,14233.36
Abn News 24,26400,2025-02-22 15:07:33,6994830,2025-02-22 15:07:33,1748.71,27979.32
Tvi News (Truth Vision India News),369,2025-02-22 15:07:33,44618,2025-02-22 15:07:33,11.15,178.47
Roar News,76000,2025-02-22 15:07:33,20456359,2025-02-22 15:07:33,5114.09,81825.44
News Anp,8800,2025-02-22 15:07:33,2070939,2025-02-22 15:07:33,517.73,8283.76
Htv News,54000,2025-02-22 15:07:34,5168515,2025-02-22 15:07:34,1292.13,20674.06
Nd News,9060,2025-02-22 15:07:34,2893226,2025-02-22 15:07:34,723.31,11572.9
News 24 Sahyadri,295000,2025-02-22 15:07:34,55279475,2025-02-22 15:07:34,13819.87,221117.9
Jessore Crime News,349,2025-02-22 15:07:35,92671,2025-02-22 15:07:35,23.17,370.68
The Summer News,241000,2025-02-22 15:07:35,100705085,2025-02-22 15:07:35,25176.27,402820.34
Green Line News,306000,2025-02-22 15:07:35,81651156,2025-02-22 15:07:35,20412.79,326604.62
Aamar Bangla Silchar News,51200,2025-02-22 15:07:35,5255354,2025-02-22 15:07:35,1313.84,21021.42
Zr News Channel,7300,2025-02-22 15:07:36,1809569,2025-02-22 15:07:36,452.39,7238.28
Kbn News,284000,2025-02-22 15:07:36,96796195,2025-02-22 15:07:36,24199.05,387184.78
News Today 24 Ahmednagar,266000,2025-02-22 15:07:36,120313511,2025-02-22 15:07:36,30078.38,481254.04
News Topper 24Hour,78,2025-02-22 15:07:36,695,2025-02-22 15:07:36,0.17,2.78
Hindi Net News,29000,2025-02-22 15:07:37,5712224,2025-02-22 15:07:37,1428.06,22848.9
The News Platform,78500,2025-02-22 15:07:37,12273512,2025-02-22 15:07:37,3068.38,49094.05
Mandal News,94900,2025-02-22 15:07:37,34389021,2025-02-22 15:07:37,8597.26,137556.08
News Plus Haryana,58200,2025-02-22 15:07:37,1612825,2025-02-22 15:07:37,403.21,6451.3
Desh Ab Tak News,14600,2025-02-22 15:07:37,4368230,2025-02-22 15:07:37,1092.06,17472.92
Tnp News,52400,2025-02-22 15:07:38,13453964,2025-02-22 15:07:38,3363.49,53815.86
Tamil Nadu  Star News,12600,2025-02-22 15:07:38,2921212,2025-02-22 15:07:38,730.3,11684.85
5 Dariya News,40800,2025-02-22 15:07:38,10820736,2025-02-22 15:07:38,2705.18,43282.94
News Nine Tv,170000,2025-02-22 15:07:38,40480954,2025-02-22 15:07:38,10120.24,161923.82
News 444 News Network,191000,2025-02-22 15:07:39,37139369,2025-02-22 15:07:39,9284.84,148557.48
The Uttarakhand News,28400,2025-02-22 15:07:39,6909800,2025-02-22 15:07:39,1727.45,27639.2
News Crime 24,26100,2025-02-22 15:07:39,4859042,2025-02-22 15:07:39,1214.76,19436.17
Dd News Manipur,49400,2025-02-22 15:07:39,5486129,2025-02-22 15:07:39,1371.53,21944.52
Aankhen News 24,11800,2025-02-22 15:07:40,1559455,2025-02-22 15:07:40,389.86,6237.82
Baas News,50400,2025-02-22 15:07:40,3922098,2025-02-22 15:07:40,980.52,15688.39
Alif News,345000,2025-02-22 15:07:40,55859896,2025-02-22 15:07:40,13964.97,223439.58
Hindustan News & Tips,303000,2025-02-22 15:07:40,151206745,2025-02-22 15:07:40,37801.69,604826.98
Bv News 5,33300,2025-02-22 15:07:41,5098172,2025-02-22 15:07:41,1274.54,20392.69
Dk News Dabang Khabre,26600,2025-02-22 15:07:41,6218507,2025-02-22 15:07:41,1554.63,24874.03
Prakash News Live,127000,2025-02-22 15:07:41,34874191,2025-02-22 15:07:41,8718.55,139496.76
Tv11 News Fast Fact 24X7,38000,2025-02-22 15:07:41,7787391,2025-02-22 15:07:41,1946.85,31149.56
Kgf Vtv News,57300,2025-02-22 15:07:43,18344642,2025-02-22 15:07:43,4586.16,73378.57
Asian News,120000,2025-02-22 15:07:44,13948117,2025-02-22 15:07:44,3487.03,55792.47
Tro 24 News,8270,2025-02-22 15:07:44,998443,2025-02-22 15:07:44,249.61,3993.77
Indian Defence News Bangla,198000,2025-02-22 15:07:44,59202026,2025-02-22 15:07:44,14800.51,236808.1
Naarad News Bharatpur,12100,2025-02-22 15:07:44,1328088,2025-02-22 15:07:44,332.02,5312.35
Ganga News Live,167000,2025-02-22 15:07:44,43264488,2025-02-22 15:07:44,10816.12,173057.95
Gs News,89100,2025-02-22 15:07:45,23241429,2025-02-22 15:07:45,5810.36,92965.72
Sccn News,5760,2025-02-22 15:07:45,951270,2025-02-22 15:07:45,237.82,3805.08
Nedrick News On Ground,57500,2025-02-22 15:07:45,24556605,2025-02-22 15:07:45,6139.15,98226.42
Asal News Channel,21300,2025-02-22 15:07:46,3023436,2025-02-22 15:07:46,755.86,12093.74
Bom Jesus News Oficial,386,2025-02-22 15:07:46,30735,2025-02-22 15:07:46,7.68,122.94
Ethio Fact News,11500,2025-02-22 15:07:46,406288,2025-02-22 15:07:46,101.57,1625.15
Star Maharashtra News,223000,2025-02-22 15:07:46,74584608,2025-02-22 15:07:46,18646.15,298338.43
City News Muzaffarpur,45100,2025-02-22 15:07:47,5197033,2025-02-22 15:07:47,1299.26,20788.13
Sumi Naga Nagamese News,211000,2025-02-22 15:07:47,68299788,2025-02-22 15:07:47,17074.95,273199.15
Jnc News,138000,2025-02-22 15:07:47,55866256,2025-02-22 15:07:47,13966.56,223465.02
Viral News Live,1490000,2025-02-22 15:07:47,185132134,2025-02-22 15:07:47,46283.03,740528.54
Town Darshan News,18900,2025-02-22 15:07:48,6288843,2025-02-22 15:07:48,1572.21,25155.37
Uk9 News Kannada Live,34500,2025-02-22 15:07:48,11062439,2025-02-22 15:07:48,2765.61,44249.76
P News,212000,2025-02-22 15:07:48,37094306,2025-02-22 15:07:48,9273.58,148377.22
Hy News,43700,2025-02-22 15:07:48,10781205,2025-02-22 15:07:48,2695.3,43124.82
University News,16400,2025-02-22 15:07:48,922718,2025-02-22 15:07:48,230.68,3690.87
News Lens,24300,2025-02-22 15:07:49,5392587,2025-02-22 15:07:49,1348.15,21570.35
Express News Hindi,117000,2025-02-22 15:07:49,46627083,2025-02-22 15:07:49,11656.77,186508.33
Dinesh K Vohra -News Time,324000,2025-02-22 15:07:49,82056822,2025-02-22 15:07:49,20514.21,328227.29
Mcn Urdu News Nanded,368000,2025-02-22 15:07:49,33466375,2025-02-22 15:07:49,8366.59,133865.5
Arya News Jharkhand,64700,2025-02-22 15:07:49,15924035,2025-02-22 15:07:49,3981.01,63696.14
News Nation 81,29600,2025-02-22 15:07:50,1401540,2025-02-22 15:07:50,350.38,5606.16
Awadh News,24800,2025-02-22 15:07:50,3306096,2025-02-22 15:07:50,826.52,13224.38
Gaun Tola News,1290000,2025-02-22 15:07:50,133192359,2025-02-22 15:07:50,33298.09,532769.44
City Big News,118000,2025-02-22 15:07:50,16201465,2025-02-22 15:07:50,4050.37,64805.86
Ishan Bangla News,248000,2025-02-22 15:07:51,56974200,2025-02-22 15:07:51,14243.55,227896.8
Tez News Jalore,12300,2025-02-22 15:07:51,1494862,2025-02-22 15:07:51,373.72,5979.45
Aj 24X7 News Kannada,6560,2025-02-22 15:07:51,929312,2025-02-22 15:07:51,232.33,3717.25
Nq 24 News,303000,2025-02-22 15:07:51,41873289,2025-02-22 15:07:51,10468.32,167493.16
Vkp News Hindi,482,2025-02-22 15:07:51,73538,2025-02-22 15:07:51,18.38,294.15
Btn News,23700,2025-02-22 15:07:51,2963016,2025-02-22 15:07:51,740.75,11852.06
Baba News Bhojpuriya,214000,2025-02-22 15:07:52,32731895,2025-02-22 15:07:52,8182.97,130927.58
Dophar News,15700,2025-02-22 15:07:52,2188026,2025-02-22 15:07:52,547.01,8752.1
Asian Tv News,103000,2025-02-22 15:07:52,23533434,2025-02-22 15:07:52,5883.36,94133.74
City Halchal News,9210,2025-02-22 15:07:52,1160835,2025-02-22 15:07:52,290.21,4643.34
G News India,18600,2025-02-22 15:07:53,2550288,2025-02-22 15:07:53,637.57,10201.15
Hitech News Telangana,26500,2025-02-22 15:07:53,4863700,2025-02-22 15:07:53,1215.92,19454.8
Daily Garo News,182000,2025-02-22 15:07:53,4510673,2025-02-22 15:07:53,1127.67,18042.69
Ittehad News,77700,2025-02-22 15:07:53,14374974,2025-02-22 15:07:53,3593.74,57499.9
Swadesh 24X7 News Channel,6480,2025-02-22 15:07:53,1060634,2025-02-22 15:07:53,265.16,4242.54
Anjali News Corner,2390000,2025-02-22 15:07:54,318251204,2025-02-22 15:07:54,79562.8,1273004.82
Only News Nation,2270000,2025-02-22 15:07:54,163576635,2025-02-22 15:07:54,40894.16,654306.54
Youth Union Ak News,10,2025-02-22 15:07:54,46,2025-02-22 15:07:54,0.01,0.18
Cen News,79700,2025-02-22 15:07:54,14474979,2025-02-22 15:07:54,3618.74,57899.92
Ptn News,74400,2025-02-22 15:07:57,17258152,2025-02-22 15:07:57,4314.54,69032.61
Azad Nation News,4770,2025-02-22 15:07:57,653416,2025-02-22 15:07:57,163.35,2613.66
News - Topic,5860,2025-02-22 15:07:57,26263935,2025-02-22 15:07:57,6565.98,105055.74
News Bowl,526000,2025-02-22 15:07:57,145828035,2025-02-22 15:07:57,36457.01,583312.14
Kharagpur News 9,8110,2025-02-22 15:07:57,976567,2025-02-22 15:07:57,244.14,3906.27
Etikala Eliyas E - News,31400,2025-02-22 15:07:58,13437215,2025-02-22 15:07:58,3359.3,53748.86
Fielzone Football News,8050,2025-02-22 15:07:58,410750,2025-02-22 15:07:58,102.69,1643.0
Live24 News Gujarat,56000,2025-02-22 15:07:58,8141883,2025-02-22 15:07:58,2035.47,32567.53
Hind News Dot,708000,2025-02-22 15:07:58,385431555,2025-02-22 15:07:58,96357.89,1541726.22
Sare Aam News Hd,14,2025-02-22 15:07:58,104,2025-02-22 15:07:58,0.03,0.42
Real News Of India,14200,2025-02-22 15:07:59,3462642,2025-02-22 15:07:59,865.66,13850.57
M R News Channel,14900,2025-02-22 15:07:59,5459188,2025-02-22 15:07:59,1364.8,21836.75
Digital News 0.2,2200,2025-02-22 15:07:59,347794,2025-02-22 15:07:59,86.95,1391.18
Breaking News Bollywood,3390000,2025-02-22 15:07:59,257353276,2025-02-22 15:07:59,64338.32,1029413.1
Connect News,61800,2025-02-22 15:08:00,10406692,2025-02-22 15:08:00,2601.67,41626.77
Flash Focus News,77,2025-02-22 15:08:00,27693,2025-02-22 15:08:00,6.92,110.77
Chakrawat News Gujarati,2040,2025-02-22 15:08:00,321488,2025-02-22 15:08:00,80.37,1285.95
Clowns News Tv,45000,2025-02-22 15:08:00,8102240,2025-02-22 15:08:00,2025.56,32408.96
